RUSBag
34.84
35.29
35.75
36.2
37.1
38.01
35.29
36.65
35.75
36.65
33.48
36.2
35.29
35.75
35.29
36.65
35.75
35.75
34.84
34.39
33.94
35.75
37.1
35.75
35.75
35.29
35.75
36.2
35.75
36.2
34.84
34.84
36.65
35.29
35.75
34.84
37.1
35.29
36.65
34.39
36.2
35.75
36.65
36.2
36.2
36.2
35.75
35.29
35.75
37.1
36.65
36.65
36.65
36.2
34.84
36.65
37.1
36.2
35.75
35.29
36.65
35.29
37.1
36.65
37.56
35.75
36.65
35.29
34.84
35.29
38.01
34.84
36.65
36.65
37.56
37.1
36.2
35.29
34.39
36.2
35.29
33.94
36.2
36.65
37.1
34.39
36.2
36.2
35.75
35.29
35.29
36.2
36.65
33.48
35.75
36.65
36.65
35.29
34.84
37.1

