RUSBag
98.64
99.85
99.55
98.49
99.85
99.7
99.55
98.8
99.85
98.49
99.7
98.64
99.7
99.7
99.4
99.4
99.7
99.7
99.4
99.55
99.55
99.4
99.25
99.55
99.7
99.55
99.4
99.7
99.7
99.7
99.55
99.85
99.55
98.49
99.55
99.4
99.4
99.85
99.55
98.49
99.7
98.8
98.64
99.7
99.7
99.55
99.7
99.4
99.55
99.25
98.64
99.7
99.55
99.7
98.8
99.4
99.55
99.4
98.8
99.25
99.85
99.7
99.7
99.7
99.7
99.25
99.85
99.7
99.4
99.55
99.55
98.64
99.85
99.55
99.55
99.55
99.7
98.49
99.7
99.55
99.4
99.25
99.25
99.25
99.55
99.55
99.85
99.4
99.7
99.55
99.55
99.4
99.7
99.25
99.85
99.55
99.4
99.7
99.7
99.4

