RUSBag
63.08
60.28
57.48
58.41
60.28
59.35
61.21
57.48
62.15
58.88
59.35
59.81
58.41
59.81
62.62
62.15
58.41
62.15
59.81
57.48
61.68
59.35
58.88
57.94
60.28
57.48
60.75
59.81
58.88
59.35
60.28
62.62
54.67
60.28
59.81
60.75
60.28
57.01
61.21
61.68
60.75
57.01
59.81
59.81
60.28
59.35
59.81
58.88
63.55
61.68
59.81
58.88
60.75
57.48
60.75
59.35
57.48
60.28
61.21
62.15
58.41
61.68
59.81
60.28
59.81
59.81
60.75
59.35
59.35
59.35
57.01
62.15
57.94
58.41
60.28
55.61
59.81
57.01
60.28
62.62
60.28
59.81
59.35
59.81
60.28
57.48
58.41
61.68
59.35
59.81
60.28
57.94
61.68
63.55
58.88
62.15
56.54
57.94
62.62
56.54

