RUSBag
31.41
32.26
33.65
33.12
33.12
31.09
31.52
31.94
32.37
32.37
31.84
31.52
32.69
31.52
30.24
33.33
34.19
31.2
32.48
31.41
30.56
31.84
33.55
33.12
31.73
30.56
31.62
29.91
33.55
31.41
31.84
31.41
30.45
31.62
34.08
31.52
31.3
33.01
32.37
32.91
32.8
31.3
31.2
31.84
31.52
31.62
33.23
32.8
31.2
31.84
32.05
31.41
32.26
33.01
32.91
32.59
32.26
33.33
32.91
31.73
32.26
33.65
32.26
32.48
32.69
32.59
30.77
30.88
32.16
31.2
30.88
32.91
32.16
32.48
31.94
31.62
31.73
31.94
31.73
32.69
31.52
30.88
31.84
31.94
33.12
31.62
32.05
33.55
32.8
32.26
31.84
31.3
33.87
31.41
32.8
32.26
31.41
30.66
32.26
32.16

