RUSBag
30.89
29.57
30.53
29.81
31.13
29.81
31.73
31.01
31.13
30.53
31.49
30.89
31.13
31.25
30.29
30.17
31.49
31.61
30.29
30.17
29.93
30.89
31.85
30.77
30.89
30.89
30.77
31.01
30.89
31.37
31.13
30.05
30.41
31.01
30.89
31.01
31.73
30.41
30.17
30.41
30.29
31.25
31.97
31.49
29.81
30.05
31.73
31.37
31.01
31.37
29.81
30.77
30.65
31.49
30.41
30.65
31.97
29.93
31.73
31.37
31.01
32.09
31.37
30.41
30.41
30.65
30.77
30.29
30.65
31.01
31.97
30.41
31.01
30.89
30.17
30.41
31.37
30.17
31.37
30.41
30.65
30.89
31.37
31.37
30.17
30.89
30.77
30.41
31.49
31.25
30.29
30.17
31.01
31.49
31.01
30.89
30.65
30.77
31.61
31.01

