RUSBag
29.43
31.53
29.13
28.23
31.53
27.93
31.83
31.23
29.13
30.63
29.43
31.53
27.93
30.93
29.73
29.73
30.93
28.53
29.43
31.53
32.13
26.73
31.23
30.03
26.73
32.13
30.93
27.33
27.33
27.93
30.03
31.83
28.83
30.33
32.73
30.33
28.83
30.33
32.73
28.53
26.13
29.13
31.23
28.53
28.83
33.33
29.13
28.53
27.93
27.93
30.33
26.43
30.93
33.03
29.43
27.93
30.63
32.43
29.43
26.73
30.03
30.33
29.13
30.63
29.43
31.53
33.03
28.83
29.73
29.13
28.23
28.53
29.73
28.53
30.33
30.33
30.93
29.43
27.93
30.33
28.53
27.63
28.23
29.43
27.63
32.43
29.43
32.43
29.13
29.73
31.23
30.03
32.43
29.73
30.63
26.43
32.73
31.23
28.23
29.13

