RUSBag
54.58
54.7
55.84
54.64
54.52
54.7
55.66
54.52
53.86
55.54
55.3
55.42
54.58
54.94
54.88
55.54
55.54
54.94
54.58
54.7
54.94
54.94
54.88
54.22
54.58
54.28
54.76
55.3
54.1
54.82
55.0
54.64
55.24
55.0
54.64
54.7
55.06
54.7
54.82
55.12
54.94
54.82
54.82
55.0
54.58
55.3
54.94
55.36
54.16
55.0
54.4
55.66
54.88
54.88
54.22
54.76
54.82
55.42
54.7
54.7
54.58
54.16
55.0
54.22
54.4
54.46
54.7
54.88
54.7
54.34
54.7
55.72
54.4
54.7
54.58
54.76
54.64
55.06
54.88
54.94
55.12
54.88
55.24
54.22
54.94
54.46
54.22
54.64
54.52
55.6
54.58
55.0
55.06
54.76
55.06
53.67
54.46
54.7
54.88
55.0

