RUSBag
67.44
68.6
67.44
69.19
69.19
68.6
69.77
68.6
68.02
66.86
71.51
70.35
72.09
70.35
69.77
70.35
71.51
69.77
70.93
67.44
67.44
70.35
68.02
69.19
67.44
66.28
66.86
70.93
68.02
69.19
72.09
68.02
68.02
70.35
71.51
68.02
68.6
66.86
70.35
69.77
68.02
67.44
69.19
69.19
69.77
69.77
70.93
72.09
68.6
69.77
68.02
70.35
69.77
71.51
70.35
69.77
69.77
71.51
69.77
72.09
65.7
70.35
68.6
68.02
68.6
66.28
70.35
69.19
69.19
67.44
69.19
70.35
70.35
66.28
70.93
68.02
71.51
70.93
68.6
70.93
67.44
67.44
68.02
69.77
71.51
70.35
73.26
73.26
66.28
71.51
68.02
69.77
66.28
69.19
68.02
68.6
69.77
69.77
69.19
70.35

