RUSBag
30.4
30.97
31.25
29.26
29.26
32.39
29.26
31.82
28.69
27.27
28.98
33.52
31.25
30.68
31.25
32.1
30.97
29.26
31.53
27.56
32.39
30.68
27.27
30.4
29.55
32.1
30.4
30.4
32.67
32.67
29.83
32.1
29.26
30.68
31.82
31.25
30.68
29.83
31.25
31.82
29.26
32.39
30.68
31.25
30.4
29.26
31.53
32.67
30.68
32.67
29.83
32.1
29.26
29.55
30.68
33.24
31.82
30.11
32.1
31.53
27.56
29.26
31.53
32.39
31.53
30.4
29.26
31.25
32.67
33.52
31.82
29.83
29.26
30.97
30.97
31.25
30.4
30.11
27.84
29.55
32.67
30.97
28.98
28.13
32.1
28.98
31.25
32.67
29.26
31.82
34.38
31.53
27.56
30.68
32.95
30.68
30.4
31.82
30.97
32.95

