RUSBag
31.2
30.77
30.56
31.94
31.52
30.13
30.88
29.81
32.26
31.52
31.41
30.24
31.09
30.02
30.98
32.16
30.56
31.52
30.56
29.38
31.84
30.98
31.41
31.3
31.41
30.56
30.98
31.62
31.09
31.52
32.8
30.66
30.88
31.09
30.98
31.62
30.34
31.3
32.48
30.34
30.34
30.34
30.77
30.34
30.34
30.34
31.62
32.16
31.41
30.98
31.41
32.05
31.2
31.2
31.52
31.84
30.77
30.77
31.2
31.41
30.77
31.84
31.09
30.02
31.41
32.37
31.2
31.09
31.2
32.37
31.41
32.05
30.77
30.13
29.91
32.26
30.77
30.77
31.09
32.05
31.62
30.77
30.56
31.41
31.73
31.09
30.66
30.77
30.56
31.3
32.37
30.98
31.62
30.24
30.98
31.52
30.66
30.56
30.45
30.66

