RUSBag
68.91
69.44
70.3
70.62
69.87
70.41
70.19
70.41
70.62
68.8
69.76
68.59
71.26
71.47
69.98
71.15
70.19
69.87
69.34
70.51
70.19
71.15
70.19
69.44
69.55
70.09
71.69
68.48
70.41
71.05
68.48
71.37
69.44
70.73
69.87
69.76
69.76
70.73
70.62
69.66
70.41
69.44
69.66
69.98
69.44
70.09
70.94
69.34
69.98
69.98
69.98
70.62
69.23
70.51
67.84
71.58
69.66
72.01
70.09
70.83
70.19
68.27
70.83
69.55
69.12
69.44
71.05
68.8
69.02
68.48
69.98
69.02
69.66
70.09
67.52
70.41
69.87
69.55
69.76
70.19
70.51
70.41
71.15
69.98
69.34
69.98
69.76
68.8
68.27
70.83
69.44
70.94
71.26
70.62
67.31
70.19
69.87
70.62
69.34
71.05

