RUSBag
64.26
63.96
63.66
66.07
60.66
63.36
62.76
64.56
62.76
63.36
60.96
63.36
62.16
62.46
60.66
62.76
64.56
62.16
63.36
62.16
62.76
62.76
63.06
62.76
63.36
61.86
61.56
64.26
62.16
61.56
63.36
61.86
63.36
62.16
63.66
63.36
61.26
65.17
62.46
62.46
60.96
61.86
63.96
61.56
62.46
63.06
61.86
64.86
61.56
64.26
63.36
64.56
63.96
63.36
64.56
63.66
63.36
63.36
60.66
64.56
65.47
62.76
62.76
63.96
65.77
62.76
60.96
61.86
62.16
63.66
62.16
62.46
62.46
61.86
62.46
62.76
64.26
62.46
60.96
61.86
61.26
64.56
63.96
62.16
63.66
63.96
61.86
61.86
64.26
63.96
63.06
63.36
63.66
63.66
62.46
63.06
65.47
63.36
64.26
62.46

