RUSBag
74.04
74.57
73.93
74.89
73.5
74.36
73.29
74.79
74.57
74.15
72.65
73.93
73.61
75.0
73.82
75.85
74.04
74.36
74.15
74.79
74.04
75.32
73.93
74.57
73.93
74.47
75.43
74.15
74.25
74.25
74.04
73.18
74.36
75.21
74.36
73.29
74.25
73.93
73.72
74.04
75.11
73.72
75.0
73.93
74.79
74.47
74.68
73.61
74.15
74.15
73.61
74.36
73.61
73.93
73.4
74.25
73.08
75.64
74.47
75.0
74.47
72.44
74.25
73.61
72.86
73.5
73.72
75.11
73.08
75.11
74.04
73.61
74.47
73.4
73.82
75.64
75.21
74.04
73.61
74.25
74.25
74.15
75.53
75.11
74.36
74.15
74.36
73.72
74.04
75.11
73.93
74.79
75.53
75.0
72.44
74.04
74.79
73.72
73.61
76.5

