RUSBag
83.92
84.28
84.82
84.22
84.7
83.55
83.61
83.86
83.49
84.58
84.16
84.64
83.92
84.4
83.55
83.98
83.8
83.8
84.16
83.8
84.16
83.98
84.1
83.55
84.16
84.4
83.98
83.73
83.8
84.04
83.61
84.52
84.16
84.82
84.52
83.55
83.43
84.04
84.52
83.92
83.73
83.8
84.7
84.1
83.86
83.73
83.61
84.82
84.28
83.8
83.86
84.22
84.64
84.1
82.95
84.58
83.67
83.86
83.86
83.61
84.1
84.28
83.98
83.92
83.73
83.98
84.4
84.28
83.86
84.1
84.4
83.92
84.88
84.04
84.1
83.8
84.58
84.34
84.1
84.04
84.16
84.22
83.55
84.28
84.4
83.73
84.16
84.04
84.52
84.04
84.22
84.04
84.46
84.4
83.61
84.1
83.55
83.92
84.22
84.52

