RUSBag
71.31
67.05
69.03
70.45
70.45
71.02
67.9
71.02
70.45
69.03
69.6
71.02
70.45
69.32
68.75
71.02
69.89
69.32
71.02
68.75
70.45
69.6
69.89
67.61
70.45
69.89
69.03
69.6
69.32
70.74
68.18
69.6
69.6
67.61
68.47
70.17
67.05
70.45
69.03
69.03
69.6
71.02
70.74
69.32
68.75
68.18
68.18
68.18
69.03
71.31
69.03
70.45
67.9
67.05
71.59
69.03
69.6
69.6
67.61
70.74
67.33
67.61
67.61
70.45
69.03
68.18
69.89
69.32
69.03
67.9
68.75
69.03
69.03
69.32
69.03
68.47
70.74
70.74
71.88
67.9
69.6
69.6
69.32
70.45
69.89
70.74
70.17
67.61
69.89
71.31
68.75
67.33
71.31
70.45
69.6
69.6
70.17
69.6
69.6
67.9

