RUSBag
66.82
66.36
67.29
65.42
64.02
67.76
65.89
65.42
64.02
66.36
67.29
67.76
63.55
64.95
69.16
67.29
66.36
65.42
67.76
66.36
64.95
66.82
64.95
67.76
65.89
63.55
65.42
64.49
66.36
64.95
66.82
65.89
64.49
67.29
65.89
65.42
67.29
64.49
64.02
64.49
64.49
67.76
64.02
65.89
65.42
62.62
64.95
65.89
63.08
67.29
65.42
63.55
65.89
66.82
66.82
69.16
64.02
68.22
66.36
66.82
63.08
67.29
69.63
65.89
69.63
66.82
65.89
67.29
66.36
64.49
62.15
65.42
66.36
63.08
65.89
68.22
66.36
66.82
65.89
64.95
69.16
66.36
67.29
68.22
66.36
65.89
68.22
64.95
64.95
64.95
65.89
66.82
64.95
63.55
66.36
65.89
64.95
66.82
65.42
65.42

