RUSBag
98.44
98.05
98.44
98.05
97.67
98.05
98.44
98.05
98.05
97.67
98.44
98.44
98.05
97.67
98.05
97.67
98.44
97.67
97.67
98.05
98.05
97.67
98.05
98.83
98.44
98.05
98.05
98.05
98.44
98.05
98.05
97.28
97.28
98.05
97.67
97.28
98.83
98.44
98.83
97.67
97.28
98.44
98.44
98.44
98.05
98.05
98.44
98.05
98.05
98.44
98.83
97.67
98.44
97.28
98.05
97.67
98.44
97.67
98.44
97.67
98.05
98.83
98.83
97.67
98.05
98.44
98.83
98.44
98.05
98.05
98.44
98.05
98.83
98.44
98.05
98.44
98.44
98.44
97.67
98.44
98.05
98.05
97.67
98.83
97.67
97.67
98.44
98.83
97.67
98.44
98.05
98.05
97.67
98.05
98.05
97.67
98.44
98.44
98.83
97.67

