RUSBag
80.81
83.72
83.72
79.07
81.98
81.98
80.81
77.91
77.91
80.23
79.07
83.14
80.81
82.56
80.81
79.65
80.23
81.4
80.81
84.3
80.23
80.81
82.56
79.65
80.23
80.23
78.49
79.65
78.49
81.4
78.49
79.07
79.65
82.56
80.23
80.81
80.81
79.65
80.81
83.14
77.91
83.14
81.4
79.07
79.65
83.14
77.91
82.56
80.23
81.98
78.49
77.91
81.4
81.98
78.49
80.81
80.81
81.4
80.81
78.49
81.4
82.56
79.07
80.81
81.98
81.4
81.4
81.4
78.49
80.81
82.56
81.4
79.07
81.4
81.4
81.4
78.49
79.07
80.23
78.49
80.23
81.4
81.98
81.4
81.4
80.23
80.23
80.81
77.91
82.56
80.23
79.07
81.4
80.23
81.98
78.49
82.56
81.98
81.98
82.56

