RUSBag
79.88
78.67
79.16
79.58
79.34
79.52
79.16
78.98
79.94
79.1
78.55
78.8
79.04
79.76
78.31
79.88
79.4
79.82
79.64
79.52
79.4
78.86
79.1
79.34
78.8
79.94
80.3
79.82
79.16
79.16
78.98
79.52
79.04
79.82
79.04
79.7
79.34
79.64
79.4
79.82
79.4
79.16
79.16
79.28
79.64
79.64
79.1
79.88
78.8
79.46
79.52
79.58
78.92
79.82
78.43
79.28
79.82
79.82
79.88
79.16
79.22
79.7
80.12
79.16
79.22
78.92
78.19
78.31
79.34
79.04
79.22
79.76
79.16
79.22
79.4
79.64
79.34
79.22
79.88
77.89
79.82
79.4
79.46
79.64
79.82
79.34
78.92
79.22
79.28
79.64
79.64
78.98
79.52
78.73
78.37
80.0
79.52
79.7
79.04
80.54

