RUSBag
68.78
67.87
66.06
66.97
67.87
70.59
66.52
68.78
68.33
66.06
69.23
66.97
66.97
66.97
68.78
68.78
68.33
68.78
67.87
68.33
66.52
67.87
66.97
66.52
70.59
65.61
68.78
69.68
68.33
68.78
69.68
67.42
69.68
67.42
67.87
70.14
66.97
68.33
64.25
68.78
67.42
69.23
70.14
68.78
67.42
68.33
68.33
68.33
65.61
69.68
66.97
70.14
67.42
66.06
68.78
66.97
70.14
69.68
65.61
68.33
68.33
69.68
66.97
72.4
68.33
66.06
67.87
66.52
69.23
69.68
68.78
67.42
67.42
66.97
67.42
69.23
68.33
69.68
66.06
69.23
67.87
67.87
68.78
66.97
66.97
67.87
67.42
69.68
68.33
68.78
67.42
68.78
67.87
69.23
67.87
66.97
66.97
66.97
67.42
68.33

