@relation 'MyLucene-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute commit_hour numeric
@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute nd numeric
@attribute entropy numeric
@attribute la numeric
@attribute AGE {7938632.0,138.0,9707.0,8300.0,3937699.0,243437.0,243505.0,259621.0,2.8470231E7,242.0,582042.0,93843.0,0.0,2335332.0,1064838.0,712043.0,2276333.0,961875.0,4451746.0,774853.0,6931638.0,431175.0,5287162.0,5286572.0,1.2041838E7,4760979.0,2113213.0,1575119.0,4290911.0,2868435.0,4703288.0,544814.0,3254401.0,1283829.0,3491681.0,null}
@attribute CountDeclClassVariable_delta numeric
@attribute CountSemicolon_delta numeric
@attribute CountDeclmethodNameDefault_delta numeric
@attribute SumCyclomaticModified_delta numeric
@attribute CountLineCodeDecl_delta numeric
@attribute CountLineCode_delta numeric
@attribute CountDeclInstancemethodName_delta numeric
@attribute CountLineBlank_delta numeric
@attribute CountLine_delta numeric
@attribute CountDeclClassmethodName_delta numeric
@attribute CountDeclmethodNamePrivate_delta numeric
@attribute CountDeclmethodNamePublic_delta numeric
@attribute CountDeclClass_delta numeric
@attribute CountDeclmethodNameProtected_delta numeric
@attribute CountStmt_delta numeric
@attribute s13 numeric
@attribute s18 numeric
@attribute s46 numeric
@attribute s50 numeric
@attribute s75 numeric
@attribute s94 numeric
@attribute s112 numeric
@attribute s118 numeric
@attribute s145 numeric
@attribute s162 numeric
@attribute s174 numeric
@attribute s252 numeric
@attribute s263 numeric
@attribute s286 numeric
@attribute s319 numeric
@attribute s344 numeric
@attribute s370 numeric
@attribute s394 numeric
@attribute s418 numeric
@attribute s423 numeric
@attribute s464 numeric
@attribute s487 numeric
@attribute s500 numeric
@attribute s562 numeric
@attribute s569 numeric
@attribute s620 numeric
@attribute s755 numeric
@attribute s768 numeric
@attribute s782 numeric
@attribute s783 numeric
@attribute s792 numeric
@attribute s980 numeric
@attribute s1095 numeric
@attribute s1262 numeric
@attribute s1267 numeric
@attribute s1275 numeric
@attribute s1277 numeric
@attribute s1306 numeric
@attribute s1308 numeric
@attribute s1351 numeric
@attribute s1420 numeric
@attribute s1427 numeric
@attribute s1631 numeric
@attribute s1733 numeric
@attribute s2030 numeric
@attribute s2218 numeric
@attribute s2245 numeric
@attribute s2584 numeric
@attribute s2959 numeric
@attribute s2984 numeric
@attribute s3207 numeric
@attribute s3266 numeric
@attribute s3336 numeric
@attribute s3719 numeric
@attribute s4101 numeric
@attribute s5029 numeric
@attribute s5652 numeric
@attribute s6776 numeric
@attribute s6826 numeric
@attribute s6890 numeric
@attribute s6960 numeric
@attribute s7053 numeric
@attribute s7068 numeric
@attribute s7237 numeric
@attribute s7729 numeric
@attribute s9832 numeric
@attribute bug_introducing {0,1}

@data
8,19,234,4,1,0,4,1283829.0,0,1,1,1,1,3,1,1,4,0,0,0,0,0,2,1,141,0,0,0,21,5,2,21,30,1,32,0,0,0,118,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,28,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,8,206,1,5,0.95003,0,3491681.0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,171,0,0,0,6,2,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,171,0,0,0,0,0,0,0,231,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,206,2,5,0.95003,0,null,0,-2,0,0,-2,-2,0,0,-2,0,0,0,0,0,-2,1,131,0,0,0,11,0,1,1,8,0,15,0,0,0,6,0,18,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,206,2,5,0.95003,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,6,1,0,0,32,0,0,0,0,0,16,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,111,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,9,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,171,0,0,0,8,3,0,0,33,2,18,0,0,0,15,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,121,0,0,0,4,0,0,2,1,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,206,2,5,0.95003,0,null,0,-1,0,0,-1,-1,0,-1,-2,0,0,0,0,0,-1,1,111,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,111,0,0,0,4,2,0,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,206,4,5,0.95003,0,null,0,-4,0,0,-4,-5,0,0,-5,0,0,0,0,0,-4,1,121,0,0,0,5,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,206,1,5,0.95003,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,141,0,0,0,7,3,0,1,29,3,15,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,11,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,206,2,5,0.95003,0,null,0,-2,0,0,-2,-2,0,0,-2,0,0,0,0,0,-2,1,111,0,0,0,1,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,196,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,11,0,1,1,10,0,15,0,0,0,6,0,18,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,239,8,1,0,4,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,8,0,0,2,10,1,13,0,0,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,2,178,50,1,0.887976,30,null,0,5,0,5,3,9,0,1,10,0,0,0,0,0,9,1,171,0,0,0,8,1,0,2,49,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,7,0,2,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,6,178,22,1,0.887976,16,null,0,6,0,2,3,10,0,1,11,0,0,0,0,0,8,1,171,0,0,0,9,1,0,4,24,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,1,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,5,148,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,11,0,0,0,9,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,1117,16,1,0.784697,5,null,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,1,11,0,0,0,6,0,0,1,6,0,1,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,1117,46,1,0.784697,30,null,0,10,0,3,2,17,0,-3,14,0,0,0,0,0,13,1,131,0,0,0,24,0,1,4,630,1,15,0,0,0,6,14,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,1117,22,1,0.784697,13,null,0,1,0,0,0,1,0,0,4,0,0,0,0,0,1,1,121,1,1,0,1,0,0,0,63,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,1117,120,1,0.784697,120,null,1,27,3,11,19,64,9,14,120,0,0,6,1,0,39,1,11,0,0,0,6,0,0,0,62,0,14,0,0,0,2,110,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,4,178,1,1,0,1,null,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,181,0,0,0,0,0,0,0,231,0,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,180,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,0,1,65,0,30,0,0,0,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,281,8,1,0,4,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,461,25,1,0.874423,17,null,0,2,0,0,2,6,0,0,9,0,0,0,0,0,2,1,13,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,461,7,1,0.874423,4,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,0,0,0,10,0,1,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,461,7,1,0.874423,4,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,1,0,0,3,0,1,2,0,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,461,4,1,0.874423,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,3,0,1,3,14,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,461,15,1,0.874423,6,null,0,-2,0,0,-1,-3,0,1,-2,0,0,0,0,0,-2,1,13,0,0,0,1,0,1,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,192,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,8,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,2,207,11,2,0.836641,6,null,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,171,0,0,0,10,2,0,5,2,0,13,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,207,4,2,0.836641,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,9,2,0,3,5,0,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,273,11,1,0,7,null,0,1,0,0,1,1,0,0,3,0,0,0,0,0,1,1,171,0,0,0,111,2,0,7,14,0,13,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,198,2,1,0,1,null,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,161,0,0,0,10,2,0,5,2,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,16,274,2,1,0,2,null,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,131,0,0,0,51,14,0,11,43,11,44,0,0,0,9,0,1,0,0,0,13,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,148,2,1,0,0,null,0,-2,0,0,-2,-2,0,0,-2,0,0,0,0,0,-2,1,111,0,0,0,8,0,0,2,7,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,3,172,3,1,0,1,null,0,0,0,-1,0,-2,0,0,-1,0,0,0,0,0,-1,1,18,0,0,0,17,1,0,4,18,2,19,0,0,0,12,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,144,10,1,0,5,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,3,0,0,0,3,1,4,0,0,0,4,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,19,170,9,1,0,5,null,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,141,0,0,0,21,5,2,23,30,1,32,0,0,0,18,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,28,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,222,15,1,0,12,null,0,6,0,1,2,8,0,1,9,0,0,0,0,0,7,1,141,0,0,0,121,5,4,21,36,1,32,0,0,0,18,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,28,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,1,440,9,2,0.954434,8,null,0,3,0,1,1,7,0,0,7,0,0,0,0,0,5,1,11,1,0,0,13,0,0,2,2,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,3,440,15,2,0.954434,9,null,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,111,0,0,0,1,0,0,0,69,0,30,0,0,0,33,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,220,6,1,0,3,null,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,121,1,0,0,14,1,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,205,8,1,0.929685,4,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,4,0,0,0,11,0,26,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,205,6,1,0.929685,3,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,4,3,1,0,4,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,205,5,1,0.929685,1,null,0,-1,0,0,-2,-2,0,0,-3,0,0,0,0,0,-1,1,131,0,0,0,12,0,0,7,28,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,205,2,1,0.929685,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,4,2,0,0,7,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,205,2,1,0.929685,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,5,205,2,1,0.929685,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,5,2,0,0,8,2,6,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,205,2,1,0.929685,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,205,4,1,0.929685,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,1,0,0,0,7,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,149,2,1,0,0,null,0,-2,0,0,-2,-2,0,0,-2,0,0,0,0,0,-2,1,121,0,0,0,8,0,0,2,10,1,13,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,147,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,2,5,0,2,15,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,1,16,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,205,5,1,0.772779,2,null,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,161,0,0,0,8,2,0,0,20,1,35,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,205,2,1,0.772779,0,null,0,0,0,0,-1,-1,0,0,-2,0,0,0,0,0,0,1,151,0,0,0,1,0,0,0,12,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,205,16,1,0.772779,7,null,0,0,0,0,-2,-2,0,0,-2,0,0,0,0,0,0,1,171,0,0,0,8,3,0,0,33,2,28,0,0,0,15,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
20,6,205,3,1,0.772779,1,null,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,111,0,0,0,2,0,1,0,18,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,205,2,1,0.772779,1,null,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,111,0,0,0,8,1,0,0,13,1,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,195,7,1,0.764205,3,null,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,121,0,0,0,13,0,1,1,8,0,17,0,0,0,6,0,118,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,16,195,2,1,0.764205,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,51,14,0,11,43,11,44,0,0,0,9,0,11,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,174,17,1,0.673588,8,null,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,1161,0,0,0,12,0,1,8,32,1,47,0,0,3,14,0,38,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,17,44,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,174,2,1,0.673588,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,9,1,0,1,3,0,15,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,9,174,4,1,0.673588,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,5,0,1,2,5,0,23,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,20,232,10,1,1,7,null,0,2,0,2,0,4,0,0,4,0,0,0,0,0,4,1,141,0,0,0,21,15,3,21,35,1,32,0,0,0,18,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,28,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,232,10,1,1,2,null,0,-3,1,-1,-1,-4,0,-1,-6,0,-1,0,0,0,-4,1,141,0,0,1,17,16,0,4,21,0,0,0,0,0,28,0,7,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,15,18,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14,4,151,5,1,0,1,null,0,-1,0,0,-1,-1,0,-1,-3,0,0,0,0,0,-1,1,121,0,0,0,11,0,1,1,8,0,15,0,0,0,6,0,18,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6,283,10,1,0,6,null,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,11,0,0,0,113,1,0,2,41,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
