@relation 'MyLucene-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute commit_hour numeric
@attribute cumulative_bug_count numeric
@attribute change_log_length numeric
@attribute changed_LOC numeric
@attribute nd numeric
@attribute entropy numeric
@attribute la numeric
@attribute AGE {7938632.0,138.0,9707.0,8300.0,3937699.0,243437.0,243505.0,259621.0,2.8470231E7,242.0,582042.0,93843.0,0.0,2335332.0,1064838.0,712043.0,2276333.0,961875.0,4451746.0,774853.0,6931638.0,431175.0,5287162.0,5286572.0,1.2041838E7,4760979.0,2113213.0,1575119.0,4290911.0,2868435.0,4703288.0,544814.0,3254401.0,1283829.0,3491681.0,null}
@attribute CountDeclClassVariable_delta numeric
@attribute CountSemicolon_delta numeric
@attribute CountDeclmethodNameDefault_delta numeric
@attribute SumCyclomaticModified_delta numeric
@attribute CountLineCodeDecl_delta numeric
@attribute CountLineCode_delta numeric
@attribute CountDeclInstancemethodName_delta numeric
@attribute CountLineBlank_delta numeric
@attribute CountLine_delta numeric
@attribute CountDeclClassmethodName_delta numeric
@attribute CountDeclmethodNamePrivate_delta numeric
@attribute CountDeclmethodNamePublic_delta numeric
@attribute CountDeclClass_delta numeric
@attribute CountDeclmethodNameProtected_delta numeric
@attribute CountStmt_delta numeric
@attribute s13 numeric
@attribute s18 numeric
@attribute s46 numeric
@attribute s50 numeric
@attribute s75 numeric
@attribute s94 numeric
@attribute s112 numeric
@attribute s118 numeric
@attribute s145 numeric
@attribute s162 numeric
@attribute s174 numeric
@attribute s252 numeric
@attribute s263 numeric
@attribute s286 numeric
@attribute s319 numeric
@attribute s344 numeric
@attribute s370 numeric
@attribute s394 numeric
@attribute s418 numeric
@attribute s423 numeric
@attribute s464 numeric
@attribute s487 numeric
@attribute s500 numeric
@attribute s562 numeric
@attribute s569 numeric
@attribute s620 numeric
@attribute s755 numeric
@attribute s768 numeric
@attribute s782 numeric
@attribute s783 numeric
@attribute s792 numeric
@attribute s980 numeric
@attribute s1095 numeric
@attribute s1262 numeric
@attribute s1267 numeric
@attribute s1275 numeric
@attribute s1277 numeric
@attribute s1306 numeric
@attribute s1308 numeric
@attribute s1351 numeric
@attribute s1420 numeric
@attribute s1427 numeric
@attribute s1631 numeric
@attribute s1733 numeric
@attribute s2030 numeric
@attribute s2218 numeric
@attribute s2245 numeric
@attribute s2584 numeric
@attribute s2959 numeric
@attribute s2984 numeric
@attribute s3207 numeric
@attribute s3266 numeric
@attribute s3336 numeric
@attribute s3719 numeric
@attribute s4101 numeric
@attribute s5029 numeric
@attribute s5652 numeric
@attribute s6776 numeric
@attribute s6826 numeric
@attribute s6890 numeric
@attribute s6960 numeric
@attribute s7053 numeric
@attribute s7068 numeric
@attribute s7237 numeric
@attribute s7729 numeric
@attribute s9832 numeric
@attribute bug_introducing {0,1}

@data
21,6,284,44,1,0,28,null,0,9,0,3,1,12,0,0,12,0,0,0,0,0,12,1,131,0,0,1,17,3,2,23,31,0,22,0,0,0,8,0,45,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,21,176,62,1,0.85673,48,null,0,12,0,3,4,26,3,2,34,0,1,2,2,0,17,1,141,0,0,0,225,5,7,23,37,1,36,0,0,0,20,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,34,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,8,176,14,1,0.85673,5,null,0,-1,0,-1,0,-3,0,0,-4,0,0,0,0,0,-2,1,141,0,0,1,217,6,0,4,19,0,0,0,0,0,26,0,5,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17,11,176,31,1,0.85673,24,null,0,7,0,3,1,16,0,0,17,0,0,0,0,0,11,1,171,0,0,0,28,3,0,0,47,2,18,0,0,0,15,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21,0,0,0,0,0,0,0,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1
18,22,170,7,1,0,4,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,141,0,0,0,27,5,5,21,33,1,34,0,0,0,19,0,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,31,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,2,278,41,1,0.714015,28,null,0,5,0,3,1,9,0,2,15,0,-1,1,0,0,8,1,131,0,0,0,24,0,0,3,30,1,19,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,278,10,1,0.714015,9,null,0,3,0,1,2,5,1,1,8,0,0,1,0,0,4,1,11,0,0,0,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,151,1,1,0,0,null,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,111,0,0,0,7,2,0,1,13,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,231,35,1,0.911752,32,null,0,5,0,3,2,9,1,3,29,0,0,1,0,0,8,1,111,0,0,0,17,0,1,0,8,0,7,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,3,231,17,1,0.911752,11,null,-2,2,0,1,0,4,1,1,5,0,0,1,0,0,3,1,111,0,0,3,16,2,1,0,5,0,8,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19,1,161,11,1,0,6,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,141,0,0,0,13,1,2,3,18,1,5,0,0,0,7,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,179,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,1,0,6,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,179,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,279,6,1,0.181813,3,null,-3,-3,0,0,-3,-3,0,0,0,0,0,0,0,0,-3,1,141,0,0,1,5,2,0,2,0,0,6,0,0,0,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,279,212,1,0.181813,16,null,-11,-26,0,-1,-12,-176,-1,-15,-180,0,-1,0,0,0,-27,1,1121,0,0,1,11,0,0,0,30,1,5,0,0,0,188,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2,201,5,1,0,3,null,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1121,0,0,0,9,0,0,0,29,1,5,0,0,0,65,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,156,1,1,0,0,null,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,-1,1,141,0,0,1,17,6,0,4,19,0,0,0,0,0,26,0,5,0,0,0,1,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,14,18,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,4,180,4,1,0,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,39,1,0,1,6,0,14,0,0,0,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,146,66,1,1,33,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,5,2,0,2,0,0,6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,146,66,1,1,33,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1121,0,0,0,8,0,0,0,27,1,5,0,0,0,129,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,16,139,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,51,14,0,11,43,11,44,0,0,0,9,0,1,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,198,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,14,0,0,0,11,0,20,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,200,135,2,0.876737,135,null,0,29,0,8,39,60,8,14,135,0,0,8,1,0,38,1,1121,0,0,0,12,4,0,6,0,0,18,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3,200,119,2,0.876737,119,null,0,25,0,11,21,61,7,10,119,0,0,7,1,0,37,1,1121,0,0,0,4,2,0,4,8,0,16,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,200,265,2,0.876737,265,null,0,77,0,44,13,173,7,11,265,0,6,0,1,1,122,1,11,0,0,0,24,2,0,4,70,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,200,111,2,0.876737,111,null,0,29,0,9,22,49,0,8,111,5,1,4,1,0,39,1,1141,0,0,0,10,0,0,4,6,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,200,259,2,0.876737,259,null,30,63,0,8,152,188,5,14,259,1,1,5,1,0,72,1,181,0,0,0,10,4,0,4,0,0,12,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,0,200,279,2,0.876737,279,null,3,11,0,10,198,239,0,9,279,1,0,1,1,0,22,1,11,0,0,0,2,0,0,2,18,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,200,58,2,0.876737,58,null,0,11,0,5,7,23,2,6,58,0,0,1,1,1,17,1,121,0,0,0,2,0,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,200,60,2,0.876737,60,null,0,17,0,4,13,28,2,10,60,0,0,2,1,0,22,1,121,0,0,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,200,77,2,0.876737,77,null,0,14,0,6,12,39,3,6,77,0,0,3,1,0,21,1,121,0,0,0,4,0,0,2,6,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,200,629,2,0.876737,629,null,36,124,0,47,227,434,20,42,629,1,16,5,1,0,172,1,1241,0,0,0,16,0,0,0,54,2,10,0,0,0,130,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,7,220,109,1,0,109,null,0,29,0,9,22,49,0,8,109,5,1,4,1,0,39,1,1141,0,0,0,10,1,0,2,6,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,2,249,2,4,0.189686,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,10,12,0,5,2,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,249,2,4,0.189686,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,9,12,0,3,5,0,8,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9,249,1,4,0.189686,1,null,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,161,0,0,0,6,12,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,249,2,4,0.189686,1,null,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,161,0,0,0,11,12,0,7,4,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,201,4,1,0,2,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,0,0,0,18,3,0,0,39,2,18,0,0,0,15,0,119,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,0,0,0,0,0,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,175,8,1,0,4,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,1,17,3,0,23,18,0,22,0,0,0,8,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,281,2,2,0.610552,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,13,0,1,1,8,0,15,0,0,0,5,0,18,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3,281,2,2,0.610552,0,null,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,1,121,0,0,0,8,0,0,2,10,1,13,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,281,42,2,0.610552,30,null,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,111,0,0,0,12,7,0,2,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
20,5,281,30,2,0.610552,29,null,0,0,0,0,0,0,0,-1,28,0,0,0,0,0,0,1,111,0,0,0,11,0,0,4,7,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,281,2,2,0.610552,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,319,37,1,0.924134,29,null,0,5,0,7,0,2,0,1,21,0,0,0,0,0,12,1,111,0,0,0,4,7,0,2,29,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,1,15,21,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,319,19,1,0.924134,19,null,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,1,121,0,0,0,14,4,0,9,18,2,15,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,160,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,185,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,1,0,0,13,0,1,1,8,0,15,0,0,0,5,0,18,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,164,28,1,0.934068,14,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,11,2,0,7,4,0,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,164,52,1,0.934068,26,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1241,0,0,2,22,0,0,12,104,3,1,0,0,0,27,0,1,0,0,0,2,0,0,4,0,2,0,0,1,2,0,0,0,0,0,0,0,17,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,142,22,1,0,11,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,5,1,0,6,41,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,187,9,1,0,4,null,0,-3,0,-2,-3,-7,-2,0,-1,0,-2,0,0,0,-5,1,111,0,0,0,5,1,0,6,41,0,2,0,0,0,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,165,8,1,0,3,null,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,1,1111,1,0,1,12,0,0,3,24,0,3,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,142,2,1,0.276195,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,7,1,0,3,5,0,5,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,142,40,1,0.276195,20,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,2,15,0,0,14,256,5,3,0,0,0,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,2,265,88,1,0,88,null,0,20,0,7,9,38,0,2,88,2,0,2,0,0,27,1,11,0,0,0,11,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,145,2,1,0,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,0,0,0,14,1,2,1,15,1,5,0,0,0,7,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3,182,4,1,0,3,null,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,121,0,0,0,8,0,0,2,112,1,13,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,5,157,20,1,0,10,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,0,13,0,1,1,10,0,15,0,0,0,5,0,18,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,203,18,1,0,11,null,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,141,0,0,0,114,1,2,7,125,3,5,0,0,0,7,0,13,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,4,291,108,1,0.936975,101,null,3,24,0,14,17,53,11,19,94,0,3,8,1,0,39,1,111,0,0,12,7,0,0,0,7,4,141,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,16,291,59,1,0.936975,37,null,0,1,0,1,1,3,1,1,15,0,0,1,0,0,2,1,121,0,0,1,13,1,0,4,63,5,123,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,4,177,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,3,0,0,3,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,177,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,7,1,0,1,12,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,177,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,3,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,5,177,2,1,1,1,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,1,4,1,0,5,15,1,9,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2,177,17,1,1,9,null,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,11,0,0,0,1,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,177,17,1,1,12,null,0,3,0,3,0,7,0,0,7,0,0,0,0,0,6,1,1101,0,0,0,16,2,0,22,83,1,32,0,8,0,36,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
