@relation 'MyAnt-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute commit_hour numeric
@attribute cumulative_bug_count numeric
@attribute nd numeric
@attribute nf numeric
@attribute SEXP numeric
@attribute RatioCommentToCode numeric
@attribute AvgLineCode_delta numeric
@attribute CountStmtExe_delta numeric
@attribute CountDeclmethodNamePrivate_delta numeric
@attribute s11 numeric
@attribute s13 numeric
@attribute s22 numeric
@attribute s27 numeric
@attribute s47 numeric
@attribute s58 numeric
@attribute s61 numeric
@attribute s90 numeric
@attribute s130 numeric
@attribute s178 numeric
@attribute s270 numeric
@attribute s289 numeric
@attribute s348 numeric
@attribute s456 numeric
@attribute s649 numeric
@attribute s656 numeric
@attribute s678 numeric
@attribute s703 numeric
@attribute s759 numeric
@attribute s768 numeric
@attribute s856 numeric
@attribute s1082 numeric
@attribute s1119 numeric
@attribute s1123 numeric
@attribute s1303 numeric
@attribute s1695 numeric
@attribute s1773 numeric
@attribute s1785 numeric
@attribute s1973 numeric
@attribute s1982 numeric
@attribute s1989 numeric
@attribute s2130 numeric
@attribute s2176 numeric
@attribute s2192 numeric
@attribute s2332 numeric
@attribute s2375 numeric
@attribute s2578 numeric
@attribute s2978 numeric
@attribute s3490 numeric
@attribute s3554 numeric
@attribute s3794 numeric
@attribute s4204 numeric
@attribute s4733 numeric
@attribute s4982 numeric
@attribute s4994 numeric
@attribute s5053 numeric
@attribute s5182 numeric
@attribute s5305 numeric
@attribute s5531 numeric
@attribute s5575 numeric
@attribute s6876 numeric
@attribute s7684 numeric
@attribute bug_introducing {0,1}

@data
6,0,3,11,293,1.2,0,0,0,0,131,9,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,11,293,0.72,0,0,0,0,131,8,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,3,11,293,0.11,0,0,0,0,1111,4,1,0,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,7,3,11,293,0.11,0,0,0,0,1171,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6,0,3,11,293,0.1,0,0,0,0,1151,4,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7,3,11,293,1.81,0,0,0,0,181,8,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,3,1,1,3,0.45,1,4,0,0,241,221,0,0,0,0,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,5,1,1,4,0.41,0,1,0,0,241,15,0,11,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,1,398,1.41,0,2,0,0,161,22,1,0,0,0,12,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13,3,1,1,399,0.84,0,4,0,0,141,236,1,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
15,3,1,1,102,0.46,1,4,0,0,141,19,1,0,0,0,2,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7,1,1,1,602,0.59,0,0,0,0,251,45,0,0,0,1,6,14,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
9,3,1,1,603,0.45,0,0,0,0,241,20,0,0,0,0,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
12,1,1,2,604,0.74,0,0,0,0,241,118,0,12,1,0,25,243,118,0,1,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,2,604,1.68,0,0,0,0,271,76,0,11,1,1,27,211,127,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,1,1,606,0.57,0,1,0,0,231,17,0,0,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,4,607,5.83,0,0,0,0,241,523,0,1,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,1,4,607,1.62,1,0,0,0,291,5126,0,11,0,3,5,318,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0
13,3,1,4,607,0.57,0,2,0,0,261,5100,0,1,0,0,11,321,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,9,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,0,0,0,0
13,9,1,4,607,0.51,-1,4,0,0,251,5128,0,1,0,0,8,313,19,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,6,0,15,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
10,7,2,2,611,0.71,0,3,0,0,261,92,0,2,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,2,611,1.86,0,3,0,0,261,46,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,1,613,1.89,0,0,0,0,261,44,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1,1,614,0.62,0,0,0,0,341,218,0,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,7,15,615,1.25,-1,-4,0,0,111,133,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,7,15,615,0.57,0,1,0,0,131,117,1,0,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,7,15,615,0.71,0,3,0,0,161,192,1,2,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
12,1,7,15,615,0.2,0,11,0,0,161,131,1,6,0,3,2,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,3,7,15,615,0.44,0,4,0,0,141,121,1,0,0,0,2,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
12,1,7,15,615,0.59,0,0,0,0,151,145,1,0,0,1,6,14,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
12,1,7,15,615,5.83,0,0,0,0,141,123,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,7,15,615,1.62,1,0,0,0,191,1126,1,1,0,3,5,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0
12,3,7,15,615,0.57,0,2,0,0,161,1100,1,0,0,0,11,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,9,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,0,0,0,0
12,1,7,15,615,1.89,0,3,0,0,161,146,1,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,7,15,615,0.51,-1,4,0,0,151,1128,1,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,6,0,15,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1
12,3,7,15,615,0.62,0,0,0,0,141,118,1,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,7,15,615,0.74,0,0,0,0,141,1118,1,2,0,0,5,43,18,0,1,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,2,7,15,615,1.68,0,0,0,0,171,176,1,1,0,1,7,11,27,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,5,7,15,615,0.41,0,1,0,0,141,115,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,3,630,1.41,0,2,0,0,261,122,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
12,0,3,3,630,0.84,0,4,0,0,241,136,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
12,3,3,3,630,0.44,0,4,0,0,241,120,0,0,0,0,2,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13,3,1,1,633,0.41,2,14,0,0,241,34,0,0,0,0,4,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,11,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13,3,1,1,634,0.41,2,14,0,0,141,34,1,0,0,0,4,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,11,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13,0,1,1,635,0.55,-5,39,0,0,281,174,0,110,1,0,2,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,1,1,30,0.83,0,0,0,0,381,233,0,5,0,1,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,1,1,636,0.7,0,1,0,0,261,92,0,2,1,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14,10,1,1,637,0.51,0,1,0,0,251,2121,0,0,0,0,8,113,19,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,6,0,11,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
11,1,10,19,0,1.41,0,2,0,1,361,22,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
11,3,10,19,0,0.84,0,4,0,1,341,36,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
11,7,10,19,0,1.25,-1,-4,0,1,311,33,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,10,19,0,0.57,0,1,0,1,331,17,0,0,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,10,19,0,0.7,0,4,0,1,361,92,0,2,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11,1,10,19,0,0.2,0,11,0,1,361,31,0,6,0,3,2,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,13,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,10,19,0,0.41,3,22,0,1,341,35,0,0,0,0,4,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,14,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
11,1,10,19,0,0.59,0,0,0,1,351,45,0,0,0,1,6,14,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
11,1,10,19,0,5.83,0,0,0,1,341,23,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,10,19,0,1.62,1,0,0,1,391,126,0,1,0,3,5,18,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0
11,3,10,19,0,0.57,0,2,0,1,361,100,0,0,0,0,11,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,9,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,2,0,0,0,0
11,1,10,19,0,1.89,0,3,0,1,361,46,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,10,19,0,0.51,-1,5,0,1,351,130,0,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,6,0,15,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
11,3,10,19,0,0.83,0,0,0,1,381,33,0,5,0,1,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,10,19,0,0.62,0,0,0,1,341,18,0,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,10,19,0,0.74,0,0,0,1,341,118,0,2,0,0,5,43,18,0,1,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,10,19,0,1.68,0,0,0,1,371,76,0,1,0,1,7,11,27,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,10,19,0,0.55,-5,39,0,1,381,74,0,10,0,0,2,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,10,19,0,0.41,0,1,0,1,341,15,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,1,1,648,0.41,0,0,0,0,241,115,0,11,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6,1,1,649,0.41,0,0,0,0,141,115,1,1,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,1,1,638,1.25,0,0,0,0,231,259,0,1,0,0,4,214,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
11,7,1,1,639,0.69,0,3,0,0,261,692,0,2,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14,4,2,2,640,0.98,0,3,0,0,262,4110,0,2,0,0,12,15,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,0,1,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
14,1,2,2,640,0.86,0,1,0,0,271,416,0,1,0,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13,18,1,1,642,0.3,0,10,0,0,231,137,0,11,1,0,13,13,26,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
13,4,1,1,5,0.81,0,0,0,0,211,1131,0,0,0,4,12,24,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,43,313,19,1.41,0,2,0,1,361,22,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13,3,43,313,19,0.84,0,4,0,1,341,36,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
13,5,5,8,643,0.98,0,3,0,0,162,110,1,2,0,0,12,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,0,1,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
13,18,5,8,643,0.3,0,10,0,0,131,37,1,1,0,0,3,13,26,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
13,7,5,8,643,0.69,0,4,0,0,161,92,1,2,0,1,3,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,24,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13,1,5,8,643,0.86,0,1,0,0,171,16,1,1,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13,1,5,8,643,1.25,0,0,0,0,131,59,1,0,0,0,4,14,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
13,11,5,8,643,0.51,0,1,0,0,151,121,1,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,6,0,11,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1
13,4,5,8,643,0.83,0,0,0,0,181,33,1,5,0,1,5,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,5,8,643,0.55,-5,39,0,0,181,74,1,10,0,0,2,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,1,1,6,0.19,1,12,0,0,261,31,0,6,0,3,2,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,1,7,0.2,-1,-19,1,0,261,31,0,6,0,3,2,10,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,13,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3,1,2,651,0.4,0,3,0,0,241,227,0,0,0,0,3,26,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,11,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
13,20,1,2,651,0.46,0,4,0,0,241,253,0,4,0,5,3,220,115,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,9,3,16,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,2,5,400,1.85,0,5,0,0,111,30,1,1,0,0,2,5,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,2,5,400,1.31,1,1,0,0,161,18,1,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,2,5,400,0.5,21,179,6,0,1161,54,1,0,0,0,4,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
13,0,2,5,400,0.69,6,77,3,0,1101,90,1,0,0,0,6,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,4,0,0,0
13,0,2,5,400,1.59,4,27,0,0,161,38,1,0,0,2,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0
14,18,1,1,653,0.29,1,5,0,0,231,336,0,1,0,0,3,12,20,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,25,0,30,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
15,0,1,1,650,0.67,1,2,0,0,2101,28,0,1,0,0,8,15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,2,4,304,0.29,0,1,0,0,1301,34,1,0,0,2,2,4,5,0,0,1,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6,0,2,4,304,1.8,0,0,0,0,1152,9,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,2,4,304,2.14,0,0,0,0,152,7,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,4,304,0.44,0,0,0,0,1502,30,1,0,0,0,1,6,12,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
6,14,1,1,308,0.29,0,0,0,0,2281,34,1,0,0,2,2,4,15,0,0,1,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,0,1,3,309,2.86,1,0,0,0,141,8,1,0,0,0,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,1,3,309,3.71,1,0,0,0,141,18,1,0,0,0,0,14,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
